inner,answer,object,name
Militant Socialist Movement,Port Louis,Anerood Jugnauth,companies
Lacoste,Paris,René Lacoste,companies
Arya Samaj,New Delhi,Dayananda Saraswati,companies
Q1611048,United States of America,Mike Portnoy,companies
Famous Stars and Straps,Ontario,Travis Barker,companies
Dunlop Rubber,Birmingham,John Boyd Dunlop,companies
Q2974489,Braine-l'Alleud,André Citroën,companies
Institute for New Economic Thinking,New York City,George Akerlof,companies
Bad Boy Latino,New York City,Sean Combs,companies
WWE,Stamford,Linda McMahon,companies
Gary Sanchez Productions,United States of America,Will Ferrell,companies
Canonical Group Limited,London,Mark Shuttleworth,companies
Browning Arms Company,Morgan,John Browning,companies
Morris & Co.,London,Edward Burne-Jones,companies
Association of Finnish Film Directors,Nalkala,Mikko Niskanen,companies
U.S.-Azerbaijan Chamber of Commerce,"Washington, D.C.",James Baker,companies
Q2866413,Hagondange,Louis Renault,companies
COPEI,Caracas,Rafael Caldera,companies
Société française de photographie,Paris,Henri Victor Regnault,companies
Athenaeum Club,London,Thomas Lawrence,companies
NVIDIA,California,Jen-Hsun Huang,companies
NVIDIA,Santa Clara,Jen-Hsun Huang,companies
Abbé-Pierre Foundation,Paris,Abbé Pierre,companies
Musicland Studios,Munich,Giorgio Moroder,companies
FatKat,Wellesley,Ray Kurzweil,companies
Streamline Pictures,Los Angeles,Carl Macek,companies
Lamborghini,Sant'Agata Bolognese,Ferruccio Lamborghini,companies
Petroperú,Lima,Juan Velasco Alvarado,companies
Les Humanoïdes Associés,Paris,Jean Giraud,companies
Dhammayuttika Nikaya,Wat Bowonniwet Vihara,Mongkut,companies
Kurzweil Educational Systems,Natick,Ray Kurzweil,companies
Jio,Navi Mumbai,Mukesh Ambani,companies
Pierre Cardin,Paris,Pierre Cardin,companies
Moscow Conservatory,Moscow,Nikolai Rubinstein,companies
J. Craig Venter Institute,Rockville,Craig Venter,companies
Hemdale Film Corporation,London,David Hemmings,companies
Egyptian Museum,Cairo,Auguste Mariette,companies
LYF,Mumbai,Mukesh Ambani,companies
Academia Brasileira de Letras,Rio de Janeiro,Joaquim Maria Machado de Assis,companies
Emmaus,Paris,Abbé Pierre,companies
Laurentian Bank of Canada,Montreal,Ignace Bourget,companies
Kurzweil Music Systems,United States of America,Ray Kurzweil,companies
Wolfram Research,Cambridge,Stephen Wolfram,companies
Institute of the Brothers of the Christian Schools,Rome,Jean-Baptiste de La Salle,companies
Solvay,Brussels metropolitan area,Ernest Solvay,companies
Armenian Apostolic Church,Etchmiadzin Cathedral,Gregory the Illuminator,companies
Ancel,Montevideo,Julio María Sanguinetti,companies
United Russia,Moscow,Boris Berezovsky,companies
Tzadik Records,New York City,John Zorn,companies
People's Justice Party,Petaling Jaya,Anwar Ibrahim,companies
Society of Anthropology of Paris,Paris,Paul Broca,companies
Cameroon National Union,Yaoundé,Ahmadou Ahidjo,companies
ersguterjunge,Berlin,Bushido,companies
Clandestine Industries,Chicago,Pete Wentz,companies
Celera Corporation,Alameda,Craig Venter,companies
Celera Corporation,Rockville,Craig Venter,companies
Waltham International,Marin-Epagnier,Aaron Lufkin Dennison,companies
Hungarian Ethnographic Society,Budapest,Hugó Meltzl,companies
Amazon,Seattle,Jeff Bezos,companies
Modern Language Association,New York City,Aaron Marshall Elliott,companies
National Convergence,Yaracuy,Rafael Caldera,companies
Antonov,Kiev,Oleg Antonov,companies
Touch Press,London,Stephen Wolfram,companies
Universidad Nacional Experimental del Táchira,San Cristóbal,Rafael Caldera,companies
Sporting Chance clinic,Liphook,Tony Adams,companies
Meridiana,Olbia,Aga Khan IV,companies
Siam Di Tella,Buenos Aires,Torcuato di Tella,companies
Maxis,Emeryville,Will Wright,companies
Sony Corporation of America,Sony Building,Akio Morita,companies
Sony Corporation of America,New York City,Akio Morita,companies
Hungarian Ethnographic Society,Ethnographic Museum,Hugó Meltzl,companies
Ouille Productions,Neuilly-sur-Seine,Christian Clavier,companies
Centre for Social Justice,London,Iain Duncan Smith,companies
Carthusians,Grande Chartreuse,Bruno of Cologne,companies
American Psychological Association,"Washington, D.C.",G. Stanley Hall,companies
The Sims Studio,Redwood City,Will Wright,companies
Extasy Records,Tokyo,Yoshiki,companies
Centre Union,Athens,Georgios Papandreou,companies
"Facebook, Inc.",Menlo Park,Eduardo Saverin,companies
Self-Realization Fellowship,Los Angeles,Paramahansa Yogananda,companies
Super Fight League,Mumbai,Sanjay Dutt,companies
Society of St. Pius X,Menzingen,Marcel Lefebvre,companies
El Pobrecito Hablador,Madrid,Mariano José de Larra,companies
Blue Origin,Kent,Jeff Bezos,companies
Beginner Books,New York City,Dr. Seuss,companies
Nichiren Shōshū,Taiseki-ji,Nichiren,companies
Q4213644,Yekaterinburg,Vladislav Krapivin,companies
Central African Democratic Rally,Bangui,André Kolingba,companies
fédération photographique de France,Paris,Pierre Janssen,companies
Norris Brothers Entertainment,Dallas,Aaron Norris,companies
Facebook,Menlo Park,Eduardo Saverin,companies
Ecuadorian Roldosist Party,Guayaquil,Abdalá Bucaram,companies
Sony,Minato-ku,Akio Morita,companies
Royal Saudi Navy,Riyadh,Abdul-Aziz bin Muhammad,companies
Sendai Domain,Sendai Castle,Date Masamune,companies
Sukhoi,Moscow,Pavel Sukhoi,companies
University of Barcelona,Barcelona,Alfonso V of Aragon,companies
Channel One Russia,Ostankino Technical Center,Alexander Nikolaevich Yakovlev,companies
Cameroonian Union,Yaoundé,Ahmadou Ahidjo,companies
Order of the Hop,Duchy of Burgundy,John the Fearless,companies
Blaze Media,Irving,Glenn Beck,companies
G-Unit Records,United States of America,Tony Yayo,companies
Smith Garr Productions,West Hollywood,Method Man,companies
DCD2 Records,New York City,Pete Wentz,companies
Hautecombe Abbey,Saint-Pierre-de-Curtille,Charles Felix of Sardinia,companies
Patriotic Front,Lusaka,Michael Sata,companies
Arquus,Versailles,Louis Renault,companies
African Party for the Independence of Cape Verde,Praia,Aristides Maria Pereira,companies
Renault Agriculture,Le Mans,Louis Renault,companies
Amblin Partners,Universal City,Anil Ambani,companies
Bitstream Inc.,Marlborough,Matthew Carter,companies
Bitstream Inc.,Cambridge,Matthew Carter,companies
Icon Productions,California,Bruce Davey,companies
Icon Productions,Los Angeles,Bruce Davey,companies
Ajinomoto,Tokyo,Kikunae Ikeda,companies
Kerr-McGee,Oklahoma,Robert S. Kerr,companies
Gaumont Film Company,Neuilly-sur-Seine,Léon Gaumont,companies
Impresa,Lisbon,Francisco Pinto Balsemão,companies
Société industrielle du Nord de la France,Lille,Frédéric Kuhlmann,companies
Carter & Cone,Cambridge,Matthew Carter,companies
Isuzu Motors,Shinagawa-ku,Yoshisuke Aikawa,companies
La Plata Museum,La Plata,Francisco Moreno,companies
Plantin Press,Antwerp,Christophe Plantin,companies
Raaj Kamal Films International,Chennai,Kamal Haasan,companies
El Deseo,Madrid,Agustín Almodóvar,companies
American Popular Revolutionary Alliance,Breña,Víctor Raúl Haya de la Torre,companies
Amway Global,Ada Township,Jay Van Andel,companies
Tibiyo TakaNgwane,Kwaluseni,Sobhuza II,companies
Institut d'études politiques de Bordeaux,Pessac,Maurice Duverger,companies
Theatines,Italy,Saint Cajetan,companies
Fidelity International Limited,Bermuda,"Edward Johnson, III",companies
The Michael J. Fox Foundation,New York City,Michael J. Fox,companies
Établissements Kuhlmann,La Madeleine,Frédéric Kuhlmann,companies
Reliance General Insurance,Mumbai,Anil Ambani,companies
Hewlett-Packard,Palo Alto,William Redington Hewlett,companies
Durant Motors,Lansing,William C. Durant,companies
Wipro,Bangalore,Azim Premji,companies
HP Inc.,Palo Alto,William Redington Hewlett,companies
Hezbollah,Beirut,Imad Mughniyah,companies
Michelin,Clermont-Ferrand,André Michelin,companies
Polaroid Eyewear,Zürich,Edwin H. Land,companies
Opera Software,Oslo,Geir Ivarsøy,companies
Thomson-Houston Electric Company,Lynn,Edwin J. Houston,companies
Hermitage Capital Management,Guernsey,Bill Browder,companies
C2 Pictures,Santa Monica,Andrew G. Vajna,companies
Q4467979,Qing dynasty,Li Hongzhang,companies
Agilent Technologies,Santa Clara,William Redington Hewlett,companies
Pacific Life,Newport Beach,Leland Stanford,companies
Nissan,Yokohama,Yoshisuke Aikawa,companies
Frigidaire,Charlotte,William C. Durant,companies
Hewlett Foundation,Menlo Park,William Redington Hewlett,companies
Reliance Communications,Mumbai,Anil Ambani,companies
Workers' Party,Ankara,Şahin Alpay,companies
Techniques d'Avant Garde,Luxembourg,Akram Ojjeh,companies
InterCom,Budapest,Andrew G. Vajna,companies
Summit Entertainment,Universal City,Andrew G. Vajna,companies
Parti Québécois,Montreal,René Lévesque,companies
MeetFactory,Prague,David Černý,companies
École des arts industriels et des mines,Rue du Lombard (Lille),Frédéric Kuhlmann,companies
Institut industriel du Nord,Rue du Lombard (Lille),Frédéric Kuhlmann,companies
Chevrolet,Detroit,William C. Durant,companies
GMC,Detroit,William C. Durant,companies
French Section of the Workers' International,Paris,Jules Guesde,companies
Stanford University,Stanford,Leland Stanford,companies
PrivatBank,Q28704532,Serhiy Tihipko,companies
Teen Challenge,Columbus,David Wilkerson,companies
Reliance Communications,Navi Mumbai,Anil Ambani,companies
Merrill Lynch,New York City,Charles E. Merrill,companies
Dolphin Films Pvt. Ltd,Mumbai,Jahnu Barua,companies
PrivatBank,Dnipro,Serhiy Tihipko,companies
Balenciaga,Paris,Cristóbal Balenciaga,companies
Institut industriel du Nord,Rue Jeanne-d'Arc,Frédéric Kuhlmann,companies
David and Lucile Packard Foundation,Los Altos,David Packard,companies
Credit du Nord,Lille,Frédéric Kuhlmann,companies
Ente Nazionale Sordi,Rome,Antonio Magarotto,companies
HP Software Division,Palo Alto,William Redington Hewlett,companies
Agrokor,Zagreb,Ivica Todorić,companies
Cinergi Pictures,Santa Monica,Andrew G. Vajna,companies
Mitsubishi Materials,Tokyo,Iwasaki Yatarō,companies
Reliance Venture,Dhirubhai Ambani Knowledge City,Anil Ambani,companies
Green Left Party,Ankara,Ufuk Uras,companies
Academy of Cinema Arts and Techniques,Paris,Georges Cravenne,companies
École Centrale de Lille,Cité scientifique,Frédéric Kuhlmann,companies
Institut industriel du Nord,Cité scientifique,Frédéric Kuhlmann,companies
Popular Front for the Liberation of Palestine – General Command,Damascus,Ahmed Jibril,companies
France Télévisions,Paris,Jack Lang,companies
Radical Liberal Party,Quito,Eloy Alfaro,companies
Durant,New York City,William C. Durant,companies
Hewlett-Packard,Palo Alto,David Packard,companies
General Motors,Detroit,William C. Durant,companies
General Motors,Michigan,William C. Durant,companies
The Montecito Picture Company,Beverly Hills,Ivan Reitman,companies
Armenian Revolutionary Federation,Yerevan,Simon Zavarian,companies
Keysight Technologies,Santa Rosa,William Redington Hewlett,companies
Mute Records,London,Daniel Miller,companies
Sozialdienst Katholischer Frauen,Dortmund,Agnes Neuhaus,companies
Peace Boat,Shinjuku-ku,Kiyomi Tsujimoto,companies
Gaumont Film Company,Paris,Léon Gaumont,companies
Mensa International,Caythorpe,Lancelot Ware,companies
General Electric,Boston,Edwin J. Houston,companies
Bottecchia,Cavarzere,Ottavio Bottecchia,companies
Amstrad,Brentwood,Alan Sugar,companies
The Walt Disney Company,Burbank,Roy O. Disney,companies
Sinn Féin,Dublin,Arthur Griffith,companies
United States Sanitary Commission,Treasury Building,George Templeton Strong,companies
Walt Disney Studios Motion Pictures,Burbank,Roy O. Disney,companies
All-Party Parliamentary Group on Human Rights,London,"Eric Lubbock, 4th Baron Avebury",companies
Carpetright,Purfleet,"Philip Harris, Baron Harris of Peckham",companies
Frontenac Motor Corporation,Indianapolis,Louis Chevrolet,companies
Complutense University,Alcalá de Henares,Francisco Jiménez de Cisneros,companies
JYSK,Brabrand,Lars Larsen,companies
PING,Phoenix,Karsten Solheim,companies
Raleigh Bicycle Company,Nottingham,"Sir Frank Bowden, 1st Baronet",companies
Sinn Féin,Parnell Square,Arthur Griffith,companies
LKL ApS,Brabrand,Lars Larsen,companies
JYSK Holding,Brabrand,Lars Larsen,companies
Narodne novine,Zagreb,Ljudevit Gaj,companies
Brandywine Productions,United States of America,Walter Hill,companies
Center for Strategic and International Studies,"Washington, D.C.",David Manker Abshire,companies
Koch Industries,Wichita,Fred C. Koch,companies
eBay,San Jose,Pierre Omidyar,companies
Armies of the Caliphs,Medina,Abu Bakr,companies
Impact Wrestling,Nashville,Jeff Jarrett,companies
Jeunesses Populaires et Sportives,Pantin,Achille Joinard,companies
Jeunesses Populaires et Sportives,Puteaux,Achille Joinard,companies
Communist Refoundation Party,Rome,Sergio Garavini,companies
Momo,Milan,Gianpiero Moretti,companies
Sony,Minato-ku,Masaru Ibuka,companies
Sony/ATV Music Publishing,Sony Building,Lew Grade,companies
Daily Mail and General Trust,London,"Alfred Harmsworth, 1st Viscount Northcliffe",companies
Daily Mail and General Trust,Kensington,"Alfred Harmsworth, 1st Viscount Northcliffe",companies
"Patagonia, Inc.",Ventura,Yvon Chouinard,companies
Q64477777,Lima,José Carlos Mariátegui,companies
Morris Motors,Oxford,"William Morris, 1st Viscount Nuffield",companies
A&M Records,Los Angeles,Herb Alpert,companies
Caparo,London,"Swraj Paul, Baron Paul",companies
Square,San Francisco,Jack Dorsey,companies
Q544964,Saint-Héand,Pierre Angénieux,companies
Osborne Computer Corporation,Silicon Valley,Adam Osborne,companies
Tower Hamlets Summer University,London,"Michael Young, Baron Young of Dartington",companies
Royal Photographic Society,United Kingdom,Roger Fenton,companies
Little Bear,10th arrondissement of Paris,Bertrand Tavernier,companies
So So Def Recordings,Atlanta,Jermaine Dupri,companies
Q1773725,San Martin de Tor,Lois Craffonara,companies
O’Reilly Media,Sebastopol,Tim O’Reilly,companies
Nuffield College,Oxford,"William Morris, 1st Viscount Nuffield",companies
The Knickerbocker,New York City,Charles Fenno Hoffman,companies
Chevrolet,Detroit,Louis Chevrolet,companies
PRS Guitars,Stevensville,Paul Reed Smith,companies
Valve Corporation,Bellevue,Gabe Newell,companies
Al-Ayn Social Care Foundation,Baghdad,Ali al-Sistani,companies
Walt Disney Records,United States of America,Roy O. Disney,companies
Alfred P. Sloan Foundation,New York City,Alfred P. Sloan,companies
Croatian Peasant Party,Zagreb,Stjepan Radić,companies
Série noire,Paris,Marcel Duhamel,companies
"Fundação Calouste Gulbenkian, incluindo o parque, a sede, o museu, o CAM e os jardins",Lisbon,Calouste Gulbenkian,companies
TVC London,London,George Dunning,companies
İdobay Müzik,Istanbul,İbrahim Tatlıses,companies
Bazelevs Company,Moscow,Timur Bekmambetov,companies
International Crisis Group,Brussels,"Mark Malloch Brown, Baron Malloch-Brown",companies
West Bengal National University of Juridical Sciences,Kolkata,Jyoti Basu,companies
University of Rennes 1,Rennes,Francis II,companies
Sinn Féin Printing & Publishing Company,Dublin,Arthur Griffith,companies
Mauritanian Regroupment Party,Nouakchott,Moktar Ould Daddah,companies
Walt Disney World Resort,Lake Buena Vista,Roy O. Disney,companies
Twitter,San Francisco,Jack Dorsey,companies
Freedom House,"Washington, D.C.",Rex Stout,companies
Saatchi & Saatchi,New York City,"Maurice Saatchi, Baron Saatchi",companies
Croatia osiguranje,Zagreb,August Šenoa,companies
Mossad,Ramat HaSharon,Isser Harel,companies
Walt Disney Studios,Burbank,Roy O. Disney,companies
Center for UFO Studies,Chicago,J. Allen Hynek,companies
Mossad,Hadar Dafna Building,Isser Harel,companies
Obi Worldphone,San Francisco,John Sculley,companies
Yamasaki & Associates,Troy,Minoru Yamasaki,companies
Royal Dutch Shell,London,"Marcus Samuel, 1st Viscount Bearsted",companies
Funny or Die,San Mateo,Adam McKay,companies
Aviadvigatel,Perm,Arkady Shvetsov,companies
Royal Dutch Shell,The Hague,"Marcus Samuel, 1st Viscount Bearsted",companies
ACT New Zealand,Newmarket,Roger Douglas,companies
Graphic Associates Production,Toronto,George Dunning,companies
University of Belgrade,Belgrade,Dositej Obradović,companies
Mauritanian People's Party,Nouakchott,Moktar Ould Daddah,companies
Herstigte Nasionale Party,Pretoria,Albert Hertzog,companies
Partido Socialista Peruano,Lima,José Carlos Mariátegui,companies
University of Nantes,Nantes,Francis II,companies
Calouste Gulbenkian Foundation,"Fundação Calouste Gulbenkian, incluindo o parque, a sede, o museu, o CAM e os jardins",Calouste Gulbenkian,companies
Walt Disney Animation Studios,Burbank,Roy O. Disney,companies
