subject,predicate,object,source,validity
Vicious Rumors,band member,7th Order,wikidata,always true
Mary Hoover,spouse,Conrad Potter Aiken,wikidata,always true
rooster,meronym,jaw,wordnet/conceptnet,always true
juniper,meronym,organelle,wordnet/conceptnet,always true
ladybird,meronym,mouth,wordnet/conceptnet,always true
Francisco D'Souza,CEO,Cognizant Technology Solutions,wikidata,always true
Urban Sax,hypernym,band,wikidata,always true
Emma Eames,hypernym,person,wikidata,always true
inn,meronym,doorway,wordnet/conceptnet,always true
pumpkin,meronym,vacuole,wordnet/conceptnet,always true
gust,hypernym,weather,wordnet/conceptnet,always true
Milla,child,Galina Jovovich,wikidata,always true
Steve McQueen,spouse,Ali MacGraw,wikidata,always true
Miriam Byrd-Nethery,hypernym,person,wikidata,always true
sir,meronym,cell,wordnet/conceptnet,always true
newt,hypernym,animal,wordnet/conceptnet,always true
agronomy,hypernym,science,wordnet/conceptnet,always true
"Paul Crouch, Jr.",child,Paul Crouch,wikidata,always true
Kristina Goolsby,director,Tig,wikidata,always true
Brant Bjork,band member,Kyuss,wikidata,always true
tortoise,meronym,tail,wordnet/conceptnet,always true
Donald J. Tyson,hypernym,person,wikidata,always true
Mechanical Poet,hypernym,band,wikidata,always true
Daniel Raim,director,Harold and Lillian: A Hollywood Love Story,wikidata,always true
monkey,meronym,lip,wordnet/conceptnet,always true
Jeanne Marie D'Amico,spouse,Chris Flisher,wikidata,always true
penguin,meronym,eye,wordnet/conceptnet,always true
serge,hypernym,fabric,wordnet/conceptnet,always true
Carrie,spouse,Doug Heffernan,wikidata,always true
Erik Gershwind,CEO,MSC Industrial Direct,wikidata,always true
Juan José,child,Carlos Antonio Carrillo,wikidata,always true
Sid Richardson,spouse,Mercedes Bass,wikidata,always true
Melissa Babish,spouse,Terry Bradshaw,wikidata,always true
cup,/r/IsA,punch,conceptnet,always true
Nang Nak,hypernym,movie,wikidata,always true
Monster High: Friday Night Frights,hypernym,movie,wikidata,always true
Jan Carlson,CEO,Autoliv,wikidata,always true
hospital,meronym,base,wordnet/conceptnet,always true
2014,release year,Wish I Was Here,wikidata,always true
undercut,hypernym,material,wordnet/conceptnet,always true
Ronald Graham,hypernym,person,wikidata,always true
Laura Ingalls Wilder,child,Caroline Ingalls,wikidata,always true
Bombairiya,hypernym,movie,wikidata,always true
Marc Lalonde,band member,Garolou,wikidata,always true
Wong Ka Kui,band member,Beyond,wikidata,always true
buttercup,meronym,organelle,wordnet/conceptnet,always true
person,/r/Desires,good vodka,conceptnet,always true
Edmund Reggie,hypernym,person,wikidata,always true
cashmere,hypernym,fabric,wordnet/conceptnet,always true
cobra,meronym,head,wordnet/conceptnet,always true
cockerel,meronym,nucleus,wordnet/conceptnet,always true
Edwin J. Houston,founder,General Electric,wikidata,always true
Jenn Johnson,band member,Brian & Jenn Johnson,wikidata,always true
mink,meronym,snout,wordnet/conceptnet,always true
house,meronym,doorstep,wordnet/conceptnet,always true
St. Louis Rams,super bowl winner,2000,wikidata,always true
Chandler,child,Lewis A. Massey,wikidata,always true
dandelion,hypernym,herb,wordnet/conceptnet,always true
sandwich,meronym,bread,wordnet/conceptnet,always true
person,/r/Desires,have diamonds,conceptnet,always true
carp,meronym,head,wordnet/conceptnet,always true
2018,release year,Dear Ex,wikidata,always true
Robert Robinson Taylor,hypernym,person,wikidata,always true
Manish Tiwary,director,Issaq,wikidata,always true
Edison International,hypernym,company,wikidata,always true
bluefish,meronym,ear,wordnet/conceptnet,always true
bluebottle,meronym,anther,wordnet/conceptnet,always true
Leonardo Ramos,band member,Supercombo,wikidata,always true
hat,hypernym,commodity,wordnet/conceptnet,always true
motley,hypernym,garment,wordnet/conceptnet,always true
William Conner,hypernym,person,wikidata,always true
Animal,hypernym,band,wikidata,always true
pair,hypernym,quantity,wordnet/conceptnet,always true
Jason Lader,band member,Furslide,wikidata,always true
Marc Ewing,founder,Red Hat,wikidata,always true
care,/r/IsA,protection,conceptnet,always true
tartan,meronym,hem,wordnet/conceptnet,always true
Burning,hypernym,movie,wikidata,always true
eagle,hypernym,vertebrate,wordnet/conceptnet,always true
grease,hypernym,compound,wordnet/conceptnet,always true
Mark Arnott,hypernym,person,wikidata,always true
Charmian,spouse,Jack London,wikidata,always true
bull,meronym,nose,wordnet/conceptnet,always true
Hale Hamilton,hypernym,person,wikidata,always true
George Armitage,hypernym,person,wikidata,always true
Yuma Nakayama w/B.I.Shadow,hypernym,band,wikidata,always true
compound,hypernym,chemical,wordnet/conceptnet,always true
plumber,hypernym,worker,wordnet/conceptnet,always true
husband,hypernym,person,wordnet/conceptnet,always true
dirt,hypernym,earth,wordnet/conceptnet,always true
Deno Geanakoplos,hypernym,person,wikidata,always true
Barry Bostwick,hypernym,person,wikidata,always true
Rob Halford,band member,Halford,wikidata,always true
bluefish,hypernym,vertebrate,wordnet/conceptnet,always true
Gerald Rudolff Ford,hypernym,person,wikidata,always true
Dave Ingram,band member,Hail of Bullets,wikidata,always true
lorry,meronym,wheel,wordnet/conceptnet,always true
amphibian,meronym,nose,wordnet/conceptnet,always true
Gareth Evans,director,Merantau,wikidata,always true
oryx,meronym,clapper,wordnet/conceptnet,always true
Nora Eddington,spouse,Errol Flynn,wikidata,always true
Arabella Dane,child,Martha Howard Symington,wikidata,always true
Tim Westergren,founder,Pandora Radio,wikidata,always true
William C. Pate,CEO,Par Pacific Holdings,wikidata,always true
cereal,meronym,vegetable,wordnet/conceptnet,always true
Magic Snowflake,hypernym,movie,wikidata,always true
melon,meronym,peel,wordnet/conceptnet,always true
Thomas Earle,child,Pliny Earle I,wikidata,always true
Amanda Shires,band member,The Highwomen,wikidata,always true
fence,hypernym,barrier,wordnet/conceptnet,always true
monastery,meronym,bedroom,wordnet/conceptnet,always true
cyclist,meronym,vacuole,wordnet/conceptnet,always true
Leigh,spouse,Walt Richmond,wikidata,always true
iguana,meronym,chest,wordnet/conceptnet,always true
hind,meronym,vacuole,wordnet/conceptnet,always true
hog,meronym,eye,wordnet/conceptnet,always true
José de Villamil,hypernym,person,wikidata,always true
Ralph Elihu Becker,hypernym,person,wikidata,always true
drake,meronym,jaw,wordnet/conceptnet,always true
2019,release year,Falling Inn Love,wikidata,always true
Helen Hay Whitney,child,John Hay,wikidata,always true
beetle,meronym,lip,wordnet/conceptnet,always true
Jeffrey A. Miller,CEO,Halliburton,wikidata,always true
Dieter Schwarz,founder,Kaufland Česká republika,wikidata,always true
toucan,meronym,brow,wordnet/conceptnet,always true
Head of David,hypernym,band,wikidata,always true
Doc Corbin Dart,band member,The Crucifucks,wikidata,always true
Love Is a Story,hypernym,movie,wikidata,always true
person,/r/Desires,drink water,conceptnet,always true
Thomas Addis Emmet,hypernym,person,wikidata,always true
Richard Taubman,spouse,Christie Brinkley,wikidata,always true
Rose,child,Billy Falcon,wikidata,always true
Billy Mackenzie,band member,Associates,wikidata,always true
restaurant,meronym,window,wordnet/conceptnet,always true
Irvin Feld,hypernym,person,wikidata,always true
monastery,meronym,stair,wordnet/conceptnet,always true
firefly,hypernym,animal,wordnet/conceptnet,always true
Merciless Death,hypernym,band,wikidata,always true
Charles Lazarus,founder,"Toys ""R"" Us",wikidata,always true
Christopher J. O'Connell,CEO,Waters,wikidata,always true
2016,release year,Nila,wikidata,always true
Operator,hypernym,movie,wikidata,always true
Carl Anderson,hypernym,person,wikidata,always true
balance,hypernym,instrument,wordnet/conceptnet,always true
Angus MacLise,hypernym,person,wikidata,always true
chicken,meronym,ear,wordnet/conceptnet,always true
Michael Jordan,hypernym,person,wikidata,always true
Janet Leigh,hypernym,person,wikidata,always true
Beirut,capital,Lebanon,wikidata,always true
John Stevens,hypernym,person,wikidata,always true
Mario Van Peebles,director,USS Indianapolis: Men of Courage,wikidata,always true
The Land of the Enlightened,hypernym,movie,wikidata,always true
Katherine Tidwell,spouse,Link Wray,wikidata,always true
Danbury,headquarter,Praxair,wikidata,always true
lord,hypernym,person,wordnet/conceptnet,always true
Kevin Martin,band member,God,wikidata,always true
stew,meronym,food,wordnet/conceptnet,always true
William Fairfield,hypernym,person,wikidata,always true
Frank Carter & The Rattlesnakes,band member,Gallows,wikidata,always true
house,/r/IsA,management,conceptnet,always true
master,meronym,trait,wordnet/conceptnet,always true
Percy Avery,child,William Rockefeller,wikidata,always true
Simon Lazard,founder,Lazard,wikidata,always true
Headplate,hypernym,band,wikidata,always true
Holy Man 2,hypernym,movie,wikidata,always true
W. Wallace Smith,hypernym,person,wikidata,always true
mink,meronym,chin,wordnet/conceptnet,always true
Venetia Stevenson,hypernym,person,wikidata,always true
Kenickie,band member,Rosita,wikidata,always true
oryx,meronym,chin,wordnet/conceptnet,always true
castle,meronym,storey,wordnet/conceptnet,always true
Cem Yılmaz,director,Hokkabaz,wikidata,always true
Road Town,capital,British Virgin Islands,wikidata,always true
toluene,hypernym,chemical,wordnet/conceptnet,always true
Barbara Hendricks,hypernym,person,wikidata,always true
seismograph,hypernym,instrument,wordnet/conceptnet,always true
2018,release year,Mary and the Witch's Flower,wikidata,always true
Efrem Zimbalist,hypernym,person,wikidata,always true
Sean E. Menke,CEO,Sabre,wikidata,always true
Dallas Jackson,director,Thriller,wikidata,always true
gate,meronym,base,wordnet/conceptnet,always true
inn,meronym,stair,wordnet/conceptnet,always true
Hubert B. Joly,CEO,Best Buy,wikidata,always true
Flora,child,Christopher Nolan,wikidata,always true
glass,hypernym,container,wordnet/conceptnet,always true
2018,release year,Reversing Roe,wikidata,always true
Kurt,spouse,Adele Gödel,wikidata,always true
Fanny Bullock,spouse,William Hunter Workman,wikidata,always true
David M. Bailey,band member,Not by Chance,wikidata,always true
Lorna Luft,child,Judy Garland,wikidata,always true
alcoholic,hypernym,person,wordnet/conceptnet,always true
Columbus,headquarter,Hexion,wikidata,always true
Katherine G.,spouse,John W. Langley,wikidata,always true
Mary Eaton,hypernym,person,wikidata,always true
fascist,hypernym,person,wordnet/conceptnet,always true
Dennis O'Keefe,hypernym,person,wikidata,always true
Lewis Milestone,director,Ocean's Eleven,wikidata,always true
Jason Jones,band member,AM Conspiracy,wikidata,always true
Daniel Huntington,hypernym,person,wikidata,always true
Hill-Rom Holdings,hypernym,company,wikidata,always true
Marpo,band member,Chinaski,wikidata,always true
Scott Murphy,band member,Scott & Rivers,wikidata,always true
Reed Hastings,CEO,Netflix,wikidata,always true
Lennon Stella,band member,Lennon & Maisy,wikidata,always true
Charles Carroll of Homewood,child,Charles Carroll,wikidata,always true
Herman Yau,director,Shark Busters,wikidata,always true
prey,meronym,cell,wordnet/conceptnet,always true
William A. Wulfsohn,CEO,Ashland Global Holdings,wikidata,always true
ladybird,meronym,face,wordnet/conceptnet,always true
parent,hypernym,person,wordnet/conceptnet,always true
Golden Half,hypernym,band,wikidata,always true
Jay Harris,spouse,Marie Masters,wikidata,always true
theater,meronym,stair,wordnet/conceptnet,always true
Cliff Arquette,hypernym,person,wikidata,always true
calf,meronym,organelle,wordnet/conceptnet,always true
William Grant Sherry,spouse,Bette Davis,wikidata,always true
2019,release year,Ready to Mingle,wikidata,always true
William T. Orr,hypernym,person,wikidata,always true
Victoria,child,Yul Brynner,wikidata,always true
Roger Lavallee,band member,The Curtain Society,wikidata,always true
2007,release year,Black Snake Moan,wikidata,always true
Sylvan Esso,hypernym,band,wikidata,always true
Noah D.,child,Randy Edelman,wikidata,always true
detective,hypernym,person,wordnet/conceptnet,always true
2017,release year,Our Souls at Night,wikidata,always true
thistle,meronym,organelle,wordnet/conceptnet,always true
Marlo Thomas,hypernym,person,wikidata,always true
New York,headquarter,Philip Morris International,wikidata,always true
Petr,child,Miloš Forman,wikidata,always true
Kállay,child,Fernando Saunders,wikidata,always true
Oliver P. Bolton,child,Frances Payne Bingham,wikidata,always true
Obituary,hypernym,band,wikidata,always true
Rakeysh Omprakash Mehra,director,Mere Pyare Prime Minister,wikidata,always true
Deborah Shiling Messing,spouse,Bernie Sanders,wikidata,always true
Joanne Dru,hypernym,person,wikidata,always true
Curtis Roosevelt,child,Curtis Bean Dall,wikidata,always true
Dallas,headquarter,Jacobs Engineering Group,wikidata,always true
2007,release year,Anwar,wikidata,always true
ark,hypernym,vehicle,wordnet/conceptnet,always true
Porno Graffitti,hypernym,band,wikidata,always true
marigold,meronym,pistil,wordnet/conceptnet,always true
Negativa,hypernym,band,wikidata,always true
2012,release year,Lawless,wikidata,always true
David,child,Magnus Hestenes,wikidata,always true
Mozez Singh,director,Zubaan,wikidata,always true
Lock,hypernym,movie,wikidata,always true
Ram Teri Ganga Maili,hypernym,movie,wikidata,always true
aspen,meronym,organelle,wordnet/conceptnet,always true
2018,release year,Paper Year,wikidata,always true
drone,meronym,eye,wordnet/conceptnet,always true
Satya Nadella,CEO,Microsoft,wikidata,always true
Frank Winfield Woolworth,hypernym,person,wikidata,always true
rat,meronym,nucleus,wordnet/conceptnet,always true
Takanori Nishikawa,band member,Abingdon Boys School,wikidata,always true
Raj Kanwar,director,Humko Deewana Kar Gaye,wikidata,always true
William Morris,child,Jonathan Hunt,wikidata,always true
castle,meronym,pane,wordnet/conceptnet,always true
moment,hypernym,quantity,wordnet/conceptnet,always true
banana,meronym,vacuole,wordnet/conceptnet,always true
Tony,child,Tony White,wikidata,always true
maid,hypernym,individual,wordnet/conceptnet,always true
Dazzler,hypernym,person,wikidata,always true
Little Mike,band member,Birdy Nam Nam,wikidata,always true
Ernest,spouse,Alicia Wiencek Fiene,wikidata,always true
Logan's Run,hypernym,movie,wikidata,always true
pitcher,meronym,trait,wordnet/conceptnet,always true
2016,release year,Carrie Pilby,wikidata,always true
Herbert Claiborne Pell III,child,Claiborne Pell,wikidata,always true
Agnes Boulton,hypernym,person,wikidata,always true
St. Louis,headquarter,Caleres,wikidata,always true
dog,/r/CapableOf,run,conceptnet,always true
John Ritter,spouse,Nancy Morgan,wikidata,always true
Daniel Camenisch,director,Billy Graham: An Extraordinary Journey,wikidata,always true
Michael,child,Benedict Freedman,wikidata,always true
Isla May,spouse,Edgar Young Mullins,wikidata,always true
The Bronx,hypernym,band,wikidata,always true
cork,hypernym,covering,wordnet/conceptnet,always true
lizard,meronym,skull,wordnet/conceptnet,always true
midge,meronym,clapper,wordnet/conceptnet,always true
Warren Frost,hypernym,person,wikidata,always true
camel,hypernym,animal,wordnet/conceptnet,always true
foam,hypernym,bubble,wordnet/conceptnet,always true
cat,/r/CapableOf,climb up tree,conceptnet,always true
GZR,hypernym,band,wikidata,always true
starling,meronym,head,wordnet/conceptnet,always true
The Stunning,hypernym,band,wikidata,always true
